fecha,semana_iso,corpus,diario,provincia,region,ciudad_origen,url_medio,titular
2026-06-30,2026-W27,provincial,EL DÍA,Buenos Aires,AMBA,La Plata,https://www.eldia.com,El Gobierno oficializó a Santilli como jefe de Gabinete: desafíos y ejes de gestión
2026-06-30,2026-W27,provincial,EL DÍA,Buenos Aires,AMBA,La Plata,https://www.eldia.com,Qué países juegan hoy por los 16avos de final del Mundial 2026
2026-06-30,2026-W27,provincial,EL DÍA,Buenos Aires,AMBA,La Plata,https://www.eldia.com,"Macri, muy enamorado: la foto del apasionado beso con su novia Dolores Teuly"
2026-06-30,2026-W27,provincial,EL DÍA,Buenos Aires,AMBA,La Plata,https://www.eldia.com,Otra jornada con cortes de luz en La Plata: a qué barrios afectan este martes
2026-06-30,2026-W27,provincial,EL DÍA,Buenos Aires,AMBA,La Plata,https://www.eldia.com,Alak y el ataque al Municipio: “Son unos pocos que exigen que la Comuna financie la militancia”
2026-06-30,2026-W27,provincial,EL DÍA,Buenos Aires,AMBA,La Plata,https://www.eldia.com,"Desbaratan en La Plata a la ""Banda de los Picapiedras"": secuestran armas y motos"
2026-06-30,2026-W27,provincial,EL DÍA,Buenos Aires,AMBA,La Plata,https://www.eldia.com,"""Desastre"", ""vergüenza"", ""humillación"": los medios alemanes liquidaron a su Selección tras quedar eliminada por Paraguay"
2026-06-30,2026-W27,provincial,EL DÍA,Buenos Aires,AMBA,La Plata,https://www.eldia.com,"Avistan un ciervo en un barrio de La Plata y piden ""que lo salven"""
2026-06-30,2026-W27,provincial,EL DÍA,Buenos Aires,AMBA,La Plata,https://www.eldia.com,El cazador de utopías y los mejores memes tras la hazaña de Paraguay
2026-06-30,2026-W27,provincial,EL DÍA,Buenos Aires,AMBA,La Plata,https://www.eldia.com,Marroquíes salieron a festejar la victoria en Holanda y se pudrió todo: incidentes y detenidos
2026-06-30,2026-W27,provincial,EL DÍA,Buenos Aires,AMBA,La Plata,https://www.eldia.com,Miami infla el pecho sintiendo un poco propio a Messi y los tickets se venden a 3.500 dólares
