fecha,semana_iso,corpus,diario,provincia,region,ciudad_origen,url_medio,titular
2026-06-27,2026-W26,provincial,EL DÍA,Buenos Aires,AMBA,La Plata,https://www.eldia.com,Final anunciado: renunció Manuel Adorni
2026-06-27,2026-W26,provincial,EL DÍA,Buenos Aires,AMBA,La Plata,https://www.eldia.com,Todo lo que hay que saber del duelo entre Argentina y Cabo Verde
2026-06-27,2026-W26,provincial,EL DÍA,Buenos Aires,AMBA,La Plata,https://www.eldia.com,Ataque al Municipio: dan a conocer la cifra de los destrozos y protesta en Fiscalías
2026-06-27,2026-W26,provincial,EL DÍA,Buenos Aires,AMBA,La Plata,https://www.eldia.com,Venezuela: ascienden a 1430 los muertos y buscan sobrevivientes
2026-06-27,2026-W26,provincial,EL DÍA,Buenos Aires,AMBA,La Plata,https://www.eldia.com,El conmoverdor posteo del hijo de Ernestina Pais tras la muerte de su mamá
2026-06-27,2026-W26,provincial,EL DÍA,Buenos Aires,AMBA,La Plata,https://www.eldia.com,Se va de Gimnasia: Pata Castro no viaja a Rusia y su futuro está en Aldosivi
2026-06-27,2026-W26,provincial,EL DÍA,Buenos Aires,AMBA,La Plata,https://www.eldia.com,VIDEO | Mecheras coquetas en La Plata: arrasaron con la perfumería en una farmacia
2026-06-27,2026-W26,provincial,EL DÍA,Buenos Aires,AMBA,La Plata,https://www.eldia.com,"Sigue el apagón eléctrico en un sector de La Plata: ""Se descongela la heladera"""
2026-06-27,2026-W26,provincial,EL DÍA,Buenos Aires,AMBA,La Plata,https://www.eldia.com,"VIDEO.- Muslera: ""Nunca imaginé estar sufriendo tanto por este deporte"""
2026-06-27,2026-W26,provincial,EL DÍA,Buenos Aires,AMBA,La Plata,https://www.eldia.com,La Selección: cierra con Jordania y mira de reojo los 16avos de final
2026-06-27,2026-W26,provincial,EL DÍA,Buenos Aires,AMBA,La Plata,https://www.eldia.com,"VIDEO.- La furia de Bielsa tras la eliminación de Uruguay: ""Dale de una vez"""
2026-06-27,2026-W26,provincial,EL DÍA,Buenos Aires,AMBA,La Plata,https://www.eldia.com,"Los cruces de 16vos del Mundial confirmados, los eliminados y el camino de Argentina"
2026-06-27,2026-W26,provincial,EL DÍA,Buenos Aires,AMBA,La Plata,https://www.eldia.com,"Egipto e Irán empataron 1-1 en Seattle: los africanos quedaron segundos y los persas, terceros"
2026-06-27,2026-W26,provincial,EL DÍA,Buenos Aires,AMBA,La Plata,https://www.eldia.com,Los Tilos se quedó con un triunfo clave ante Champagnat y La Plata cayó ante Regatas
