fecha,semana_iso,corpus,diario,provincia,region,ciudad_origen,url_medio,titular,palabras_encontradas,cantidad_palabras
2026-06-27,2026-W26,provincial,ADN SUR,Chubut,Patagonia,Comodoro Rivadavia,https://www.adnsur.com.ar,Crece la tensión con el Gobierno: la CGT anunció que prepara un nuevo paro general,paro,1
2026-06-27,2026-W26,provincial,LA ARENA,La Pampa,Patagonia,Santa Rosa,https://www.laarena.com.ar,Nuevo reclamo vecinal por el estado de la ruta nacional 151,reclamo,1
2026-06-27,2026-W26,provincial,NOTICIASNET,Río Negro,Patagonia,Viedma / Rio negro,https://www.noticiasnet.com.ar,"La CGT se prepara para un nuevo paro general basado en el ""modelo francés""",paro,1
2026-06-27,2026-W26,provincial,LA OPINIÓN AUSTRAL,Santa Cruz,Patagonia,Santa Cruz,https://www.laopinionaustral.com.ar,“Voy a luchar para que no quede impune”: fuerte reclamo de la familia de “huesito” Carabajal a cuatro años del hecho,reclamo,1
2026-06-27,2026-W26,provincial,NUEVO DÍA,Santa Cruz,Patagonia,Santa Cruz,https://www.eldiarionuevodia.com.ar,"""La oferta debe ser mejorada"": ADOSAC rechazó la propuesta salarial y ratificó un paro de 96 horas",paro,1
2026-06-27,2026-W26,provincial,NUEVO DÍA,Santa Cruz,Patagonia,Santa Cruz,https://www.eldiarionuevodia.com.ar,"Tras la protesta en las afueras del encuentro libertario en Río Gallegos, Lilia Lemoine acusó al intendente Grasso de promover incidentes",protesta,1
2026-06-27,2026-W26,provincial,TIEMPO SUR,Santa Cruz,Patagonia,Santa Cruz,https://www.tiemposur.com.ar,Gremiales ADOSAC podría iniciar un paro de 96 horas,paro,1
2026-06-27,2026-W26,provincial,EL SUREÑO,Tierra del Fuego,Patagonia,Río Grande,https://www.surenio.com.ar,ATSA convocó a un paro provincial para este miércoles,paro,1
2026-06-27,2026-W26,nacional,TIEMPO ARGENTINO,Nacional,Nacional,Nacional,https://www.tiempoar.com.ar,"Jerónimo, de la CGT: un paro no se hace «de la noche a la mañana»",paro,1
2026-06-27,2026-W26,nacional,TIEMPO ARGENTINO,Nacional,Nacional,Nacional,https://www.tiempoar.com.ar,Pernocte en una escuela secundaria y marcha al ministerio: crece la lucha contra el ajuste educativo del PRO,marcha,1
2026-06-27,2026-W26,nacional,ÁMBITO FINANCIERO,Nacional,Nacional,Nacional,https://www.ambito.com,Industricidio y precarización laboral: ¿todo marcha acorde al plan?,marcha,1
