fecha,semana_iso,corpus,diario,provincia,region,ciudad_origen,url_medio,titular
2026-06-01,2026-W23,provincial,EL DÍA,Buenos Aires,AMBA,La Plata,https://www.eldia.com,El índice de precios en La Plata mantuvo la tendencia durante mayo: qué sector registró el mayor impacto
2026-06-01,2026-W23,provincial,EL DÍA,Buenos Aires,AMBA,La Plata,https://www.eldia.com,Un piloto debió ser hospitalizado tras un accidente en el Autódromo Roberto Mouras
2026-06-01,2026-W23,provincial,EL DÍA,Buenos Aires,AMBA,La Plata,https://www.eldia.com,Caso Agostina Vega: se conocieron los resultados de la autopsia y la Justicia agravó la acusación contra Barrelier
2026-06-01,2026-W23,provincial,EL DÍA,Buenos Aires,AMBA,La Plata,https://www.eldia.com,VIDEO. Caos en La Plata por los vehículos en doble fila: la mirada de los conductores y la escasez de espacios
2026-06-01,2026-W23,provincial,EL DÍA,Buenos Aires,AMBA,La Plata,https://www.eldia.com,Absolvieron a los tres acusados por el crimen de un joven ocurrido hace más de diez años en La Plata
2026-06-01,2026-W23,provincial,EL DÍA,Buenos Aires,AMBA,La Plata,https://www.eldia.com,"""El Niño"" en La Plata: el SMN anticipa meses más cálidos y con lluvias superiores a lo normal"
2026-06-01,2026-W23,provincial,EL DÍA,Buenos Aires,AMBA,La Plata,https://www.eldia.com,Advierten que las camas de cuidados críticos superan el 80% de ocupación en la Provincia
2026-06-01,2026-W23,provincial,EL DÍA,Buenos Aires,AMBA,La Plata,https://www.eldia.com,Revés para AUBASA: rechazaron su pedido para frenar la licitación de rutas nacionales
2026-06-01,2026-W23,provincial,EL DÍA,Buenos Aires,AMBA,La Plata,https://www.eldia.com,"A menos de un mes de su asunción, renunció Néstor Lamboglia, titular del Ente Nacional del Gas y la Electricidad"
2026-06-01,2026-W23,provincial,EL DÍA,Buenos Aires,AMBA,La Plata,https://www.eldia.com,Blanqueo laboral: cómo funciona el nuevo régimen para registrar empleados en negro
2026-06-01,2026-W23,provincial,EL DÍA,Buenos Aires,AMBA,La Plata,https://www.eldia.com,Malestar por uso de edificios públicos para actos partidarios
2026-06-01,2026-W23,provincial,EL DÍA,Buenos Aires,AMBA,La Plata,https://www.eldia.com,Efecto Kansas City: la Selección Argentina cambió el horario de las prácticas por las altas temperaturas
2026-06-01,2026-W23,provincial,EL DÍA,Buenos Aires,AMBA,La Plata,https://www.eldia.com,No serán 11 mil dólares por día: la verdad detrás del pago de la FIFA a Estudiantes por Muslera
2026-06-01,2026-W23,provincial,EL DÍA,Buenos Aires,AMBA,La Plata,https://www.eldia.com,"Meza y Faravelli, sueños imposibles para Gimnasia"
2026-06-01,2026-W23,provincial,EL DÍA,Buenos Aires,AMBA,La Plata,https://www.eldia.com,Cayó una banda tras frustradas entraderas en City Bell y Gonnet: persecución y secuestro de armas
2026-06-01,2026-W23,provincial,EL DÍA,Buenos Aires,AMBA,La Plata,https://www.eldia.com,Caso Agostina Vega: quién es quién en la investigación y cuáles son las claves de la causa
2026-06-01,2026-W23,provincial,EL DÍA,Buenos Aires,AMBA,La Plata,https://www.eldia.com,Nuevo DNI: los problemas que podrías tener si no renovás a tiempo
2026-06-01,2026-W23,provincial,EL DÍA,Buenos Aires,AMBA,La Plata,https://www.eldia.com,"Messi y De Paul, separados: el 10 de Argentina dormirá solo en su última habitación mundialista"
2026-06-01,2026-W23,provincial,EL DÍA,Buenos Aires,AMBA,La Plata,https://www.eldia.com,Personal y empresas para reparación de viviendas y service del hogar
